id,name,series_id/id
__setup__.product_reporting_system_rugged_mid_tier_de_series_de_1000,DE-1000,__setup__.product_reporting_series_rugged_mid_tier_de_series
__setup__.product_reporting_system_rugged_mid_tier_de_series_de_1001,DE-1001,__setup__.product_reporting_series_rugged_mid_tier_de_series
__setup__.product_reporting_system_rugged_mid_tier_di_series_di_1000,DI-1000,__setup__.product_reporting_series_rugged_mid_tier_di_series
__setup__.product_reporting_system_rugged_mid_tier_di_series_di_1100,DI-1100,__setup__.product_reporting_series_rugged_mid_tier_di_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1000,DS-1000,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1001,DS-1001,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1002,DS-1002,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1100,DS-1100,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1101,DS-1101,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1102,DS-1102,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1200,DS-1200,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1201,DS-1201,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1202,DS-1202,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1300,DS-1300,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1301,DS-1301,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_ds_series_ds_1302,DS-1302,__setup__.product_reporting_series_rugged_mid_tier_ds_series
__setup__.product_reporting_system_rugged_mid_tier_dx_series_dx_1000,DX-1000,__setup__.product_reporting_series_rugged_mid_tier_dx_series
__setup__.product_reporting_system_rugged_mid_tier_dx_series_dx_1100,DX-1100,__setup__.product_reporting_series_rugged_mid_tier_dx_series
__setup__.product_reporting_system_rugged_mid_tier_dx_series_dx_1100_grl200_,DX-1100 (GRL200),__setup__.product_reporting_series_rugged_mid_tier_dx_series
__setup__.product_reporting_system_rugged_mid_tier_dx_series_dx_1200,DX-1200,__setup__.product_reporting_series_rugged_mid_tier_dx_series
__setup__.product_reporting_system_rugged_mid_tier_nuvo_series_nuvo_7501,Nuvo-7501,__setup__.product_reporting_series_rugged_mid_tier_nuvo_series
__setup__.product_reporting_system_rugged_mid_tier_p2000_series_p2102,P2102,__setup__.product_reporting_series_rugged_mid_tier_p2000_series
__setup__.product_reporting_system_rugged_mid_tier_p2000_series_p2202,P2202,__setup__.product_reporting_series_rugged_mid_tier_p2000_series
__setup__.product_reporting_system_rugged_mid_tier_poc_series_poc_500,POC-500,__setup__.product_reporting_series_rugged_mid_tier_poc_series
__setup__.product_reporting_system_rugged_performance_gm_series_gm_1000,GM-1000,__setup__.product_reporting_series_rugged_performance_gm_series
__setup__.product_reporting_system_rugged_performance_k700_series_k700_se,K700-SE,__setup__.product_reporting_series_rugged_performance_k700_series
__setup__.product_reporting_system_rugged_performance_k700_series_k700_se_grl400_,K700-SE (GRL400),__setup__.product_reporting_series_rugged_performance_k700_series
__setup__.product_reporting_system_rugged_performance_k700_series_k700_se_ign400_,K700-SE (IGN400),__setup__.product_reporting_series_rugged_performance_k700_series
__setup__.product_reporting_system_rugged_performance_k700_series_k700_se_2,K700-SE-2,__setup__.product_reporting_series_rugged_performance_k700_series
__setup__.product_reporting_system_rugged_performance_k700_series_k700_x2,K700-X2,__setup__.product_reporting_series_rugged_performance_k700_series
__setup__.product_reporting_system_rugged_performance_k700_series_k700_x2_2,K700-X2-2,__setup__.product_reporting_series_rugged_performance_k700_series
__setup__.product_reporting_system_rugged_performance_k800_series_k801,K801,__setup__.product_reporting_series_rugged_performance_k800_series
__setup__.product_reporting_system_rugged_performance_k800_series_k802,K802,__setup__.product_reporting_series_rugged_performance_k800_series
__setup__.product_reporting_system_rugged_performance_k800_series_k803,K803,__setup__.product_reporting_series_rugged_performance_k800_series
__setup__.product_reporting_system_rugged_performance_k800_series_k804,K804,__setup__.product_reporting_series_rugged_performance_k800_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_5000,Nuvo-5000,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_5000lp,Nuvo-5000LP,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_5095gc,Nuvo-5095GC,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_7000e,Nuvo-7000E,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_7000lp,Nuvo-7000LP,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_7160gc,Nuvo-7160GC,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_performance_nuvo_series_nuvo_9160gc,Nuvo-9160GC,__setup__.product_reporting_series_rugged_performance_nuvo_series
__setup__.product_reporting_system_rugged_rugged_by_cincoze_gp_series_gp_3100,GP-3100,__setup__.product_reporting_series_rugged_rugged_by_cincoze_gp_series
__setup__.product_reporting_system_rugged_rugged_by_onlogic_k800_series_k804,K804,__setup__.product_reporting_series_rugged_rugged_by_onlogic_k800_series
__setup__.product_reporting_system_rugged_rugged_jetson_nru_series_nru_120s,NRU-120S,__setup__.product_reporting_series_rugged_rugged_jetson_nru_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_axial_series_ac101,AC101,__setup__.product_reporting_series_server_1u_1_5u_rackmount_axial_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100_other_,MK100 (Other),__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_10,MK100B-10,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_40,MK100B-40,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_50,MK100B-50,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_51,MK100B-51,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_52,MK100B-52,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_53,MK100B-53,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_54,MK100B-54,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk100b_70,MK100B-70,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk100_series_mk101b_30,MK101B-30,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk100_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150_other_,MK150 (Other),__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_10,MK150B-10,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_30,MK150B-30,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_40,MK150B-40,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_50,MK150B-50,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_51,MK150B-51,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_52,MK150B-52,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_53,MK150B-53,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_54,MK150B-54,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_1u_1_5u_rackmount_mk150_series_mk150b_70,MK150B-70,__setup__.product_reporting_series_server_1u_1_5u_rackmount_mk150_series
__setup__.product_reporting_system_server_2u_rackmount_mk200_series_mk200_other_,MK200 (Other),__setup__.product_reporting_series_server_2u_rackmount_mk200_series
__setup__.product_reporting_system_server_2u_rackmount_mk200_series_mk200_60,MK200-60,__setup__.product_reporting_series_server_2u_rackmount_mk200_series
__setup__.product_reporting_system_server_2u_rackmount_mk200_series_mk200_70,MK200-70,__setup__.product_reporting_series_server_2u_rackmount_mk200_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax300,AX300,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax301,AX301,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax302,AX302,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax303,AX303,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax304,AX304,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax305,AX305,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax306,AX306,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax307,AX307,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_3u_rackmount_axial_series_ax308,AX308,__setup__.product_reporting_series_server_3u_rackmount_axial_series
__setup__.product_reporting_system_server_4u_rackmount_mk400_series_mk400_other_,MK400 (Other),__setup__.product_reporting_series_server_4u_rackmount_mk400_series
__setup__.product_reporting_system_server_4u_rackmount_mk400_series_mk400_60,MK400-60,__setup__.product_reporting_series_server_4u_rackmount_mk400_series
__setup__.product_reporting_system_server_4u_rackmount_mk400_series_mk400_70,MK400-70,__setup__.product_reporting_series_server_4u_rackmount_mk400_series
__setup__.product_reporting_system_server_standalone_mc800_series_mc800_other_,MC800 (Other),__setup__.product_reporting_series_server_standalone_mc800_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_40,MC850-40,__setup__.product_reporting_series_server_standalone_mc850_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_50,MC850-50,__setup__.product_reporting_series_server_standalone_mc850_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_51,MC850-51,__setup__.product_reporting_series_server_standalone_mc850_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_52,MC850-52,__setup__.product_reporting_series_server_standalone_mc850_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_53,MC850-53,__setup__.product_reporting_series_server_standalone_mc850_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_54,MC850-54,__setup__.product_reporting_series_server_standalone_mc850_series
__setup__.product_reporting_system_server_standalone_mc850_series_mc850_70,MC850-70,__setup__.product_reporting_series_server_standalone_mc850_series
